Order_ID,Customer_Name,City,State,Category,Product_Name,Quantity,Price_Per_Unit,Total_Amount,Payment_Method,Delivery_Status,Order_Date
ORD00071,Alia Sahni,Kochi,Kerala,Books,History Book,6,48430.75,290584.5,Cash,Pending,2024-08-02
ORD00072,Tanya Garde,Nagpur,Maharashtra,Beauty,Shampoo,5,23889.35,119446.75,Credit Card,Delivered,2024-10-24
ORD00073,Nakul D’Alia,Lucknow,Uttar Pradesh,Books,History Book,5,91608.23,458041.15,UPI,Delivered,2026-01-24
ORD00074,Abram Dayal,Chennai,Tamil Nadu,Electronics,Mobile,7,58778.85,411451.95,UPI,Pending,2025-11-24
ORD00075,Akarsh Amble,Guwahati,Assam,Home Appliances,AC,6,53164.96,318989.76,Net Banking,Cancelled,2026-03-17
ORD00076,Pihu Singhal,Chandigarh,Chandigarh,Home Appliances,Microwave,9,57360.13,516241.17,Credit Card,Pending,2025-06-22
ORD00077,Gokul Chaudhry,Guwahati,Assam,Electronics,Laptop,8,74702.4,597619.2,Net Banking,Pending,2024-09-09
ORD00078,Kiaan Suri,Chandigarh,Chandigarh,Home Appliances,Washing Machine,3,8215.74,24647.22,Debit Card,Cancelled,2024-05-06
ORD00079,Adira Upadhyay,Kolkata,West Bengal,Beauty,Lipstick,3,4619.76,13859.28,Cash,Cancelled,2025-01-17
ORD00080,Anaya Uppal,Coimbatore,Tamil Nadu,Electronics,Headphones,6,24328.8,145972.8,Credit Card,Cancelled,2025-02-14
ORD00081,Divit Chandran,Ranchi,Jharkhand,Electronics,Headphones,4,3642.87,14571.48,Debit Card,Shipped,2025-07-19
ORD00082,Amira Toor,Patna,Bihar,Home Appliances,Washing Machine,7,75265.25,526856.75,Net Banking,Shipped,2024-05-30
ORD00083,Shalv Hegde,Kochi,Kerala,Groceries,Juice,4,83482.44,333929.76,Debit Card,Shipped,2025-05-21
ORD00084,Tarini Edwin,Surat,Gujarat,Sports,Yoga Mat,6,31099.24,186595.44,Net Banking,Pending,2026-02-08
ORD00085,Shanaya Brar,Kochi,Kerala,Electronics,Mobile,1,56426.69,56426.69,Debit Card,Shipped,2025-03-22
ORD00086,Sara Kapoor,Ranchi,Jharkhand,Furniture,Dining Table,8,83214.18,665713.44,Credit Card,Cancelled,2025-10-13
ORD00087,Badal Sathe,Coimbatore,Tamil Nadu,Books,Novel,4,518.52,2074.08,Debit Card,Delivered,2024-06-20
ORD00088,Aradhya Srinivas,Patna,Bihar,Home Appliances,Refrigerator,10,1972.33,19723.3,Net Banking,Delivered,2025-06-15
ORD00089,Urvi Sane,Guwahati,Assam,Home Appliances,Microwave,1,57934.79,57934.79,UPI,Delivered,2026-03-18
ORD00090,Prisha Devan,Ranchi,Jharkhand,Furniture,Wardrobe,4,6869.25,27477.0,Net Banking,Delivered,2026-01-03
ORD00091,Ishaan Chacko,Visakhapatnam,Andhra Pradesh,Sports,Cricket Bat,3,20852.59,62557.77,Credit Card,Delivered,2024-08-19
ORD00092,Reyansh Chaudhary,Coimbatore,Tamil Nadu,Beauty,Perfume,3,5951.63,17854.89,Cash,Pending,2025-12-10
ORD00093,Dishani Sodhi,Ahmedabad,Gujarat,Books,Biography,5,40222.42,201112.1,Credit Card,Cancelled,2026-03-28
ORD00094,Drishya Subramaniam,Ranchi,Jharkhand,Furniture,Sofa,10,30860.18,308601.8,Credit Card,Shipped,2025-09-18
ORD00095,Nishith Wali,Jaipur,Rajasthan,Electronics,Camera,10,64124.69,641246.9,Cash,Cancelled,2025-02-14
ORD00096,Kimaya Sheth,Delhi,Delhi,Electronics,Camera,3,82506.86,247520.58,Net Banking,Shipped,2025-04-23
ORD00097,Keya Baral,Mumbai,Maharashtra,Groceries,Snacks,8,77144.54,617156.32,Net Banking,Shipped,2025-12-16
ORD00098,Anahita Chaudhary,Mumbai,Maharashtra,Sports,Cricket Bat,1,20586.09,20586.09,Cash,Pending,2024-08-07
ORD00099,Renee Sarin,Bhopal,Madhya Pradesh,Groceries,Rice,3,56840.63,170521.89,UPI,Cancelled,2026-03-20
ORD00100,Kimaya Khalsa,Indore,Madhya Pradesh,Sports,Tennis Racket,1,71172.0,71172.0,Cash,Cancelled,2026-01-30
ORD00101,Oorja Devi,Delhi,Delhi,Sports,Cricket Bat,4,7189.93,28759.72,UPI,Pending,2025-06-05
ORD00102,Pari Som,Kolkata,West Bengal,Fashion,Shoes,5,76885.99,384429.95,Net Banking,Cancelled,2025-01-15
ORD00103,Kimaya Agate,Ahmedabad,Gujarat,Books,Science Book,7,68346.42,478424.94,UPI,Cancelled,2024-12-16
ORD00104,Rhea Das,Indore,Madhya Pradesh,Furniture,Sofa,2,56171.34,112342.68,Net Banking,Pending,2024-06-20
ORD00105,Anaya Ahuja,Bhopal,Madhya Pradesh,Home Appliances,Refrigerator,10,95452.21,954522.1,Debit Card,Shipped,2026-03-20
ORD00106,Yashvi Sarna,Bhopal,Madhya Pradesh,Electronics,Smart TV,4,40951.29,163805.16,Debit Card,Delivered,2025-08-28
ORD00107,Jayan Dada,Chandigarh,Chandigarh,Groceries,Rice,3,51373.44,154120.32,Cash,Shipped,2025-05-26
ORD00108,Mohanlal Reddy,Chennai,Tamil Nadu,Home Appliances,Washing Machine,2,38801.16,77602.32,UPI,Pending,2025-06-21
ORD00109,Urvi Rau,Kolkata,West Bengal,Electronics,Headphones,8,8652.21,69217.68,Credit Card,Cancelled,2024-06-12
ORD00110,Ishita Kannan,Mumbai,Maharashtra,Fashion,Jacket,2,62850.58,125701.16,Net Banking,Delivered,2024-05-27
ORD00111,Eva Venkataraman,Mumbai,Maharashtra,Books,Novel,9,72767.41,654906.69,Credit Card,Delivered,2024-10-29
ORD00112,Vedika Ravi,Chandigarh,Chandigarh,Groceries,Juice,1,42728.27,42728.27,Net Banking,Shipped,2025-11-11
ORD00113,Samaira Balasubramanian,Vadodara,Gujarat,Books,Science Book,4,21830.54,87322.16,Net Banking,Cancelled,2024-10-19
ORD00114,Yashvi Bhavsar,Lucknow,Uttar Pradesh,Home Appliances,Washing Machine,4,83858.04,335432.16,Net Banking,Shipped,2026-04-06
ORD00115,Tushar Datta,Kolkata,West Bengal,Groceries,Milk,6,90757.85,544547.1,Debit Card,Cancelled,2025-12-22
ORD00116,Hunar Samra,Pune,Maharashtra,Home Appliances,Refrigerator,1,3550.17,3550.17,Net Banking,Delivered,2024-06-30
ORD00117,Nitya Biswas,Coimbatore,Tamil Nadu,Home Appliances,Washing Machine,4,5170.85,20683.4,Debit Card,Cancelled,2024-11-10
ORD00118,Arnav Tara,Delhi,Delhi,Sports,Yoga Mat,10,59444.43,594444.3,Debit Card,Delivered,2026-04-02
ORD00119,Indrans Master,Kolkata,West Bengal,Fashion,Jeans,7,58820.99,411746.93,Net Banking,Delivered,2026-02-09
ORD00120,Advika Sachar,Surat,Gujarat,Fashion,Watch,3,26847.43,80542.29,Net Banking,Cancelled,2026-03-10
ORD00121,Riya Deshpande,Noida,Uttar Pradesh,Furniture,Bed,7,87430.66,612014.62,Debit Card,Delivered,2025-09-21
ORD00122,Taimur Srinivasan,Vadodara,Gujarat,Sports,Football,1,60178.26,60178.26,Net Banking,Cancelled,2025-06-14
ORD00123,Jhanvi Som,Kochi,Kerala,Beauty,Cream,10,69289.17,692891.7,Debit Card,Cancelled,2025-03-29
ORD00124,Yuvaan Johal,Bengaluru,Karnataka,Home Appliances,Microwave,4,70143.14,280572.56,Debit Card,Delivered,2024-09-20
ORD00125,Zoya Deol,Lucknow,Uttar Pradesh,Groceries,Oil,5,30528.68,152643.4,Debit Card,Delivered,2025-10-05
ORD00126,Hiran Bhatt,Chennai,Tamil Nadu,Furniture,Bed,4,3567.93,14271.72,Cash,Cancelled,2025-10-05
ORD00127,Ira Goda,Noida,Uttar Pradesh,Beauty,Shampoo,8,54536.96,436295.68,Cash,Pending,2025-02-12
ORD00128,Indrans Chahal,Pune,Maharashtra,Home Appliances,Fan,10,8545.77,85457.7,Cash,Shipped,2024-09-09
ORD00129,Dhanush Sodhi,Visakhapatnam,Andhra Pradesh,Sports,Football,7,48699.84,340898.88,UPI,Delivered,2024-09-22
ORD00130,Fateh Mangal,Guwahati,Assam,Sports,Tennis Racket,5,10011.21,50056.05,Cash,Shipped,2025-07-09
ORD00131,Himmat Mann,Delhi,Delhi,Furniture,Dining Table,4,3535.29,14141.16,Credit Card,Shipped,2025-12-09
ORD00132,Dishani Varma,Delhi,Delhi,Furniture,Wardrobe,8,21159.47,169275.76,Debit Card,Shipped,2024-05-16
ORD00133,Aradhya Lalla,Guwahati,Assam,Furniture,Wardrobe,5,30163.3,150816.5,Debit Card,Delivered,2025-11-10
ORD00134,Saira Khalsa,Jaipur,Rajasthan,Fashion,Jacket,8,44508.11,356064.88,Net Banking,Cancelled,2024-10-27
ORD00135,Ira Viswanathan,Jaipur,Rajasthan,Fashion,T-Shirt,1,97409.18,97409.18,Debit Card,Pending,2025-02-10
ORD00136,Dishani Rao,Ranchi,Jharkhand,Furniture,Dining Table,8,92049.05,736392.4,Net Banking,Delivered,2026-02-28
ORD00137,Rania Tella,Ranchi,Jharkhand,Fashion,T-Shirt,3,25996.29,77988.87,Cash,Pending,2025-10-03
ORD00138,Ryan Jayaraman,Ranchi,Jharkhand,Sports,Cricket Bat,3,19423.98,58271.94,Credit Card,Shipped,2025-05-02
ORD00139,Tara Bhandari,Vadodara,Gujarat,Electronics,Mobile,10,14244.8,142448.0,Debit Card,Delivered,2025-07-30
ORD00140,Eshani Wable,Ahmedabad,Gujarat,Groceries,Snacks,3,67807.53,203422.59,Debit Card,Delivered,2024-11-05
ORD00141,Mohanlal Chaudhary,Jaipur,Rajasthan,Groceries,Rice,7,86337.84,604364.88,UPI,Shipped,2026-01-25
ORD00142,Stuvan Dhar,Indore,Madhya Pradesh,Books,Novel,3,63279.97,189839.91,Debit Card,Delivered,2025-05-18
ORD00143,Vihaan Wali,Kolkata,West Bengal,Fashion,Watch,10,53413.9,534139.0,Cash,Delivered,2026-01-22
ORD00144,Pranay Mane,Surat,Gujarat,Books,Science Book,8,96691.03,773528.24,UPI,Shipped,2026-03-13
ORD00145,Ivana Badami,Lucknow,Uttar Pradesh,Fashion,Shoes,8,54854.32,438834.56,Cash,Pending,2025-05-06
ORD00146,Ira Gopal,Ranchi,Jharkhand,Furniture,Sofa,3,25792.0,77376.0,Cash,Pending,2025-05-29
ORD00147,Fateh Swamy,Bengaluru,Karnataka,Furniture,Dining Table,10,52828.85,528288.5,Cash,Shipped,2024-10-09
ORD00148,Nitya Sarraf,Noida,Uttar Pradesh,Home Appliances,Microwave,9,72657.85,653920.65,Cash,Cancelled,2025-08-04
ORD00149,Darshit Goswami,Delhi,Delhi,Sports,Football,1,76441.92,76441.92,Net Banking,Shipped,2024-08-30
ORD00150,Priyansh Dugar,Chandigarh,Chandigarh,Home Appliances,Refrigerator,8,5237.7,41901.6,Cash,Shipped,2025-03-07
ORD00151,Ranbir Vyas,Chennai,Tamil Nadu,Fashion,Jacket,3,69975.65,209926.95,Credit Card,Delivered,2025-04-12
ORD00152,Nehmat Badami,Lucknow,Uttar Pradesh,Furniture,Wardrobe,2,52618.44,105236.88,Cash,Delivered,2024-09-15
ORD00153,Yuvaan Tiwari,Lucknow,Uttar Pradesh,Fashion,Jeans,9,58334.5,525010.5,Cash,Shipped,2025-03-18
ORD00154,Bhamini Ramesh,Bhopal,Madhya Pradesh,Groceries,Oil,7,31909.34,223365.38,Debit Card,Pending,2025-10-20
ORD00155,Pihu Suresh,Surat,Gujarat,Beauty,Cream,4,18517.09,74068.36,Debit Card,Delivered,2024-09-14
ORD00156,Madhup Saxena,Visakhapatnam,Andhra Pradesh,Books,Comics,5,13542.32,67711.6,Cash,Cancelled,2026-02-08
ORD00157,Dhanuk Wable,Vadodara,Gujarat,Home Appliances,AC,9,59753.47,537781.23,UPI,Shipped,2025-04-01
ORD00158,Drishya Bahri,Pune,Maharashtra,Fashion,Watch,6,41369.97,248219.82,Credit Card,Cancelled,2025-06-08
ORD00159,Hazel Ratti,Ahmedabad,Gujarat,Books,Biography,5,65309.07,326545.35,Debit Card,Cancelled,2025-07-02
ORD00160,Krish Chadha,Coimbatore,Tamil Nadu,Books,Biography,1,64343.43,64343.43,Credit Card,Shipped,2024-07-19
ORD00161,Lakshit Iyengar,Surat,Gujarat,Groceries,Milk,5,11334.11,56670.55,UPI,Pending,2024-05-06
ORD00162,Suhana Luthra,Pune,Maharashtra,Beauty,Cream,2,4677.63,9355.26,Net Banking,Cancelled,2026-03-03
ORD00163,Samar Sidhu,Hyderabad,Telangana,Furniture,Sofa,4,33144.33,132577.32,Net Banking,Pending,2025-08-27
ORD00164,Advika Mammen,Coimbatore,Tamil Nadu,Books,Novel,9,52211.17,469900.53,Cash,Cancelled,2024-05-25
ORD00165,Rohan Badami,Pune,Maharashtra,Electronics,Laptop,7,71274.78,498923.46,Net Banking,Cancelled,2025-03-26
ORD00166,Yakshit Ben,Guwahati,Assam,Books,Science Book,2,27201.83,54403.66,Debit Card,Shipped,2026-02-01
ORD00167,Misha Bedi,Coimbatore,Tamil Nadu,Furniture,Chair,9,69965.47,629689.23,Credit Card,Cancelled,2025-10-20
ORD00168,Umang Vala,Nagpur,Maharashtra,Books,History Book,6,89029.71,534178.26,Debit Card,Shipped,2025-09-10
ORD00169,Arhaan Chauhan,Chandigarh,Chandigarh,Home Appliances,AC,7,46295.19,324066.33,UPI,Delivered,2025-02-17
ORD00170,Jhanvi Seshadri,Guwahati,Assam,Books,Novel,9,49684.58,447161.22,Cash,Pending,2026-04-04
ORD00171,Ivana Dani,Visakhapatnam,Andhra Pradesh,Sports,Gym Bag,5,46473.56,232367.8,Credit Card,Cancelled,2025-02-24
ORD00172,Rasha Kala,Bengaluru,Karnataka,Furniture,Wardrobe,9,95953.29,863579.61,UPI,Cancelled,2025-11-24
ORD00173,Divyansh Din,Mysuru,Karnataka,Electronics,Smart TV,9,25514.6,229631.4,Cash,Pending,2024-08-27
ORD00174,Samaira Handa,Visakhapatnam,Andhra Pradesh,Sports,Football,8,56901.37,455210.96,UPI,Cancelled,2025-03-14
ORD00175,Aarush Manne,Chennai,Tamil Nadu,Groceries,Rice,6,93621.15,561726.9,UPI,Cancelled,2025-05-07
ORD00176,Raghav Wali,Mysuru,Karnataka,Electronics,Camera,7,63066.72,441467.04,Debit Card,Shipped,2025-08-08
ORD00177,Siya Bhardwaj,Patna,Bihar,Fashion,Jeans,10,3645.47,36454.7,Credit Card,Shipped,2026-01-12
ORD00178,Jivin Master,Jaipur,Rajasthan,Groceries,Rice,3,33698.03,101094.09,Debit Card,Pending,2024-12-18
ORD00179,Pari Dar,Pune,Maharashtra,Beauty,Cream,3,68682.86,206048.58,Cash,Pending,2025-05-02
ORD00180,Kismat Chahal,Ranchi,Jharkhand,Home Appliances,Refrigerator,7,62306.67,436146.69,Net Banking,Delivered,2025-05-29
ORD00181,Mannat Halder,Kochi,Kerala,Electronics,Headphones,7,54157.86,379105.02,Cash,Pending,2026-04-21
ORD00182,Renee Dass,Nagpur,Maharashtra,Groceries,Oil,4,11882.0,47528.0,UPI,Delivered,2024-06-30
ORD00183,Dhanush Rau,Hyderabad,Telangana,Beauty,Face Wash,3,11526.95,34580.85,Cash,Delivered,2026-03-06
ORD00184,Zaina Saraf,Mysuru,Karnataka,Sports,Tennis Racket,10,92296.0,922960.0,Credit Card,Pending,2026-04-30
ORD00185,Ryan Sant,Vadodara,Gujarat,Beauty,Shampoo,9,69362.69,624264.21,Credit Card,Pending,2025-11-26
ORD00186,Vidur Sura,Hyderabad,Telangana,Sports,Tennis Racket,6,48926.64,293559.84,Debit Card,Pending,2025-10-22
ORD00187,Hridaan Chhabra,Mumbai,Maharashtra,Fashion,Jeans,1,47795.31,47795.31,Debit Card,Delivered,2024-12-26
ORD00188,Saksham Saraf,Visakhapatnam,Andhra Pradesh,Fashion,Jacket,8,6585.88,52687.04,Credit Card,Pending,2024-05-10
ORD00189,Samaira Dewan,Indore,Madhya Pradesh,Beauty,Shampoo,8,95683.81,765470.48,Debit Card,Shipped,2025-10-07
ORD00190,Lagan Doctor,Guwahati,Assam,Books,Biography,2,52429.26,104858.52,Debit Card,Delivered,2026-05-03
ORD00191,Kanav Bedi,Indore,Madhya Pradesh,Books,History Book,5,92192.57,460962.85,Credit Card,Delivered,2025-06-29
ORD00192,Aaina Balakrishnan,Jaipur,Rajasthan,Beauty,Lipstick,6,69363.24,416179.44,UPI,Pending,2025-03-28
ORD00193,Ryan Tara,Indore,Madhya Pradesh,Fashion,Shoes,4,7854.05,31416.2,Credit Card,Delivered,2025-03-26
ORD00194,Manjari Sawhney,Patna,Bihar,Sports,Tennis Racket,2,40778.95,81557.9,UPI,Pending,2024-10-16
ORD00195,Vanya Kashyap,Ranchi,Jharkhand,Groceries,Milk,1,41546.63,41546.63,Debit Card,Pending,2025-08-03
ORD00196,Mannat Sheth,Chandigarh,Chandigarh,Groceries,Oil,1,3716.39,3716.39,Debit Card,Cancelled,2024-05-24
ORD00197,Umang Bhatti,Jaipur,Rajasthan,Electronics,Mobile,7,72242.69,505698.83,Net Banking,Delivered,2025-04-06
ORD00198,Hazel Vaidya,Kolkata,West Bengal,Sports,Yoga Mat,1,71025.37,71025.37,UPI,Shipped,2024-07-27
ORD00199,Suhana Koshy,Coimbatore,Tamil Nadu,Beauty,Cream,7,31862.48,223037.36,Debit Card,Shipped,2025-01-14
ORD00200,Ojas Lalla,Ranchi,Jharkhand,Fashion,Jacket,3,23662.68,70988.04,Debit Card,Delivered,2026-04-04
ORD00201,Tiya Sachar,Delhi,Delhi,Home Appliances,Fan,7,95747.71,670233.97,Debit Card,Cancelled,2024-06-28
ORD00202,Baiju Kale,Lucknow,Uttar Pradesh,Sports,Football,10,52812.16,528121.6,Cash,Delivered,2024-06-23
ORD00203,Faiyaz Madan,Chandigarh,Chandigarh,Sports,Cricket Bat,7,86999.1,608993.7,Cash,Shipped,2025-06-12
ORD00204,Sana Acharya,Bengaluru,Karnataka,Fashion,Shoes,5,88731.74,443658.7,Debit Card,Shipped,2026-03-02
ORD00205,Alisha Gour,Jaipur,Rajasthan,Groceries,Snacks,9,63561.81,572056.29,UPI,Cancelled,2026-01-09
